"","hr","holiday","workingday","weathersit","temp","atemp","hum","windspeed","cnt","instant","mnth","yr","pred"
"714","17",FALSE,TRUE,"Clear to partly cloudy",0.82,0.7273,0.34,0.2239,844,14461,8,1,713.416453453369
"715","18",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7121,0.38,0.1343,853,14462,8,1,678.047542455828
"716","19",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.48,0.1343,610,14463,8,1,537.904855262922
"717","20",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6818,0.58,0.1642,471,14464,8,1,415.423910081704
"718","21",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6818,0.66,0.1343,307,14465,8,1,317.433216578115
"719","22",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.7,0,291,14466,8,1,230.982561688342
"720","23",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6667,0.74,0.1045,152,14467,8,1,158.665909486382
"721","0",FALSE,TRUE,"Clear to partly cloudy",0.68,0.6364,0.83,0.1642,82,14468,8,1,92.1545464361238
"722","1",FALSE,TRUE,"Clear to partly cloudy",0.68,0.6364,0.83,0.1642,32,14469,8,1,51.5943627379776
"723","2",FALSE,TRUE,"Clear to partly cloudy",0.66,0.5909,0.89,0.1343,20,14470,8,1,35.0977264979108
"724","3",FALSE,TRUE,"Clear to partly cloudy",0.66,0.5909,0.89,0.1045,5,14471,8,1,16.2486666012465
"725","4",FALSE,TRUE,"Clear to partly cloudy",0.64,0.5758,0.89,0.1343,7,14472,8,1,8.45135773962836
"726","5",FALSE,TRUE,"Clear to partly cloudy",0.64,0.5758,0.89,0.1642,29,14473,8,1,29.9742899330179
"727","6",FALSE,TRUE,"Misty",0.64,0.5758,0.89,0.1642,108,14474,8,1,108.398784256333
"728","7",FALSE,TRUE,"Misty",0.64,0.5758,0.89,0.0896,421,14475,8,1,294.347895040894
"729","8",FALSE,TRUE,"Misty",0.7,0.6667,0.74,0,690,14476,8,1,505.154628352936
"730","9",FALSE,TRUE,"Clear to partly cloudy",0.74,0.697,0.7,0,398,14477,8,1,300.33984833008
"731","10",FALSE,TRUE,"Clear to partly cloudy",0.76,0.7121,0.62,0.0896,256,14478,8,1,262.238922840016
"732","11",FALSE,TRUE,"Clear to partly cloudy",0.86,0.7424,0.28,0.2985,309,14479,8,1,294.230904702558
"733","12",FALSE,TRUE,"Clear to partly cloudy",0.86,0.7424,0.26,0.2537,410,14480,8,1,352.597598943213
"734","13",FALSE,TRUE,"Clear to partly cloudy",0.88,0.7576,0.27,0.3284,368,14481,8,1,335.135662128112
"735","14",FALSE,TRUE,"Clear to partly cloudy",0.9,0.7727,0.25,0.2239,436,14482,8,1,317.282821704727
"736","15",FALSE,TRUE,"Clear to partly cloudy",0.9,0.7879,0.27,0.2985,526,14483,8,1,329.981215961818
"737","16",FALSE,TRUE,"Clear to partly cloudy",0.9,0.7879,0.27,0.2537,528,14484,8,1,425.870395668724
"738","17",FALSE,TRUE,"Clear to partly cloudy",0.88,0.7727,0.32,0.1642,617,14485,8,1,653.80022039311
"739","18",FALSE,TRUE,"Clear to partly cloudy",0.86,0.7576,0.36,0.2537,546,14486,8,1,621.878656002859
"740","19",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7424,0.49,0.1343,452,14487,8,1,530.659354701727
"741","20",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7424,0.49,0.1343,356,14488,8,1,413.879864388058
"742","21",FALSE,TRUE,"Clear to partly cloudy",0.76,0.7121,0.58,0.194,303,14489,8,1,314.942370982274
"743","22",FALSE,TRUE,"Clear to partly cloudy",0.76,0.7121,0.58,0.194,277,14490,8,1,235.523064515409
"744","23",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6818,0.62,0.1045,174,14491,8,1,157.216917689478
